n01558993_6287,phase,125,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,0.000208878,0.031769215,0.004501892,0.566218212,0.00075987,0.002184119,0.003279326,0.036605132,0.010265674,0.000768778,0.327457023,0.006989271,0.00053204,0.001048872,1.78E-05,0.007393887,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
n01582220_9857,phase,80,3,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,2.40E-06,4.98E-05,3.51E-05,0.999097779,1.50E-05,0.000135775,1.59E-05,3.51E-05,0.000175373,1.68E-05,0.000360795,4.86E-06,2.23E-05,2.29E-05,1.77E-06,8.45E-06,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
n01582220_9857,phase,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,1.11E-05,0.000278175,0.000100253,0.996560452,4.92E-05,0.000708274,4.68E-05,0.000175869,0.000681983,7.84E-05,0.000963837,2.07E-05,8.56E-05,0.000177546,8.62E-06,5.31E-05,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
n01582220_9857,phase,110,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,0.000583305,0.012675927,0.003082275,0.836149886,0.002477045,0.012623993,0.001494389,0.011840667,0.025365345,0.005652323,0.036910064,0.00126263,0.00485678,0.040962023,0.000651446,0.003411902,3,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0
n01582220_9857,phase,125,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,0.001203996,0.020188195,0.009956271,0.089677492,0.008901016,0.09475535,0.00322555,0.062351055,0.086369333,0.083242122,0.197433433,0.002937023,0.029235688,0.302754907,0.002673096,0.005095472,3,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0
n01592084_2422,phase,80,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1.05E-09,1.13E-08,1.65E-10,0.999999691,1.88E-09,1.25E-09,1.02E-09,2.25E-09,5.60E-09,3.22E-10,2.78E-07,7.38E-11,2.38E-09,3.31E-09,1.17E-10,8.76E-11,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
n01592084_2422,phase,95,3,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,0.003485159,0.039180684,0.000242219,0.835347701,0.001924602,0.00490948,0.000516144,0.014662752,0.009075153,0.004773013,0.055594837,0.002604614,0.001731934,0.025618318,5.21E-05,0.000281251,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
n01592084_2422,phase,110,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,0.003035908,0.015430876,0.001686957,0.034153763,0.007595889,0.220965971,0.002129706,0.054129284,0.058169936,0.084265439,0.424581163,0.008772561,0.009497339,0.073105727,0.000119762,0.002359718,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
n01592084_2422,phase,125,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,3,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001110994,0.010019527,0.001549042,0.007731794,0.003076839,0.20053336,0.001776135,0.038674591,0.053048404,0.056037123,0.564582375,0.006477245,0.008426669,0.045488463,5.61E-05,0.001411295,3,0,1,0,4,0,0,0,1,0,0,1,0,0,0,0,0
n01592084_3955,phase,80,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,0.002682542,0.000205719,3.28E-05,0.983895499,2.59E-05,0.000203528,2.30E-05,0.000327968,0.000523149,0.002024641,0.000890013,8.97E-06,3.39E-05,0.008847613,0.000224914,4.98E-05,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
n01592084_3955,phase,95,,,,,,,,,,,,,,,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,0.00064574,9.44E-05,1.59E-05,0.986890676,9.98E-06,0.000118451,8.95E-06,0.000313228,0.000441753,0.001275362,0.000523656,7.38E-06,2.68E-05,0.009319131,0.000286246,2.24E-05,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
