n01558993_12968,phase,110,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,,1.0516856333866483e-05,0.0001851898978846,2.6954213029275514e-05,0.8505029191787421,0.0001242062952723,0.0008713174578321,9.18037271056597e-05,0.0021092931686595,0.0007198288822232,0.0029880442677399,0.0908808955030691,0.0006194081965577,8.541924060441297e-05,0.0506586083999594,2.8764363781523376e-05,9.68303512050538e-05,3
n01558993_12968,phase,125,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,3.0,9.783675351344924e-06,0.0012867808794052,7.016716932507159e-05,0.1674986520757731,0.000625378186524,0.0036677221287373,0.0001305690023568,0.0066831651851166,0.0017957766217473,0.0078857476896129,0.2454599134959945,0.017843788665355,0.0003966224353934,0.5460907535066839,0.0001239889586507,0.0004311903239721,3
n01558993_14305,phase,80,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.979280584392713e-07,1.6817272210234013e-06,3.734896635015098e-07,0.99987365854148,1.2854721406984705e-07,3.7124127909748814e-06,3.766487974837395e-07,6.301016211951523e-06,6.670359960352746e-06,6.03659347630687e-07,0.0001032325368652,5.3176893140474726e-08,4.968503101463278e-07,1.2570523339477195e-06,4.242618677377627e-07,5.317909843601738e-07,3
n01558993_14305,phase,95,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,3.42073684362243e-07,1.0065794627009268e-05,1.246959689089274e-07,0.999920964846043,4.4535466522737706e-08,1.987895395226937e-06,1.5446166554591078e-07,8.308546859955239e-06,3.07828447166132e-06,2.628761904427776e-07,5.248469905997161e-05,5.5616749951088394e-08,2.738429651435031e-07,1.4072246399239069e-06,2.2323783793650858e-07,2.2136837440886241e-07,3
n01558993_14305,phase,110,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,1.0766450426420497e-05,0.0002366474333935,7.923188616559966e-07,0.9984170277635388,2.1067436278922663e-06,1.34179376677044e-05,2.1698184585106827e-06,0.0005286871336722,2.6133588104690037e-05,1.553880044499647e-05,0.0006986124221372,1.096946482431288e-05,5.883699628376445e-06,2.834921148790942e-05,1.658738419612983e-06,1.2384753060803e-06,3
n01558993_14305,phase,125,,,,,,,,,,,3.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,0.0058307765073941,0.0113628183748402,0.0017945184665218,0.3243296860837086,0.0092652481905767,0.0237943087052319,0.0006555064292302,0.1095544861331118,0.0316330542849572,0.0389060174480459,0.2925373494678448,0.012411988299673,0.0083067274898987,0.1276549884306869,0.0002380473490611,0.0017244783392164,3
n01558993_4297,phase,80,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,5.019130495690044e-06,0.0008397915028498,4.00095709487712e-05,0.9871358990491428,7.809624053140295e-05,1.901662847728304e-05,8.73762200223057e-06,0.0032473108625415,2.244185863323211e-05,0.0001100976343544,0.0084346676856961,1.497326944704669e-05,4.739123311373366e-06,2.3404038414162776e-05,3.519668784593117e-06,1.2276114369474148e-05,3
n01558993_4297,phase,95,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,0.0002479119823687,0.2450751434022556,0.0326903281720863,0.5519647262063309,0.0094086319637573,0.0010721784484483,0.0014437138282637,0.0438619376485098,0.002637065754062,0.0016505704570921,0.0779026601204617,0.025785826194607,0.0003469593747586,0.0005670309233723,0.0001558408839557,0.0051894746396693,3
n01558993_4297,phase,110,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,0.0007323618546619,0.1044443943717446,0.0395756417555923,0.6002710247639075,0.0114710116593132,0.0019573971137532,0.0031670439631312,0.0377834242290387,0.0084973093076805,0.0055742177025504,0.1002566546760251,0.0675812470862589,0.0014187467934937,0.0021673818605196,0.000188808532362,0.0149133343299666,3
n01558993_4297,phase,125,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,0.0099168081372477,0.0720564201362182,0.0372236059179354,0.1192965161623209,0.0530042644514592,0.0226285821364063,0.0146556241817412,0.0806405831886348,0.0696222752551141,0.1357633213908733,0.1757462733029262,0.0840846811481372,0.0152269438300394,0.0641815112737405,0.0005803660476648,0.0453722234395404,3
n01558993_6287,phase,80,,,,,,,3.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,3.2925887334625475e-06,7.655724914276446e-06,2.50570669123989e-07,0.9999181033244944,7.580599096051812e-07,1.6153646608548294e-06,2.093278037967676e-06,9.980806320674632e-06,3.796579716062785e-06,4.40633004342113e-07,4.844116624842148e-05,5.547125966050427e-07,9.465975943418416e-07,1.196293128032978e-06,8.377416639012286e-08,7.905258054180101e-07,3
n01558993_6287,phase,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,7.183754801970594e-07,5.904055256623989e-06,5.326272195730968e-07,0.9998675941255968,1.0205052247410603e-06,2.354921084151122e-06,1.6042817664059149e-06,1.3103604902789652e-05,3.5164330256907945e-06,2.765741091215729e-07,9.94048671104484e-05,1.2832198243492882e-06,7.261055285200015e-07,1.003314679770636e-06,2.5617137420091785e-08,9.31372053426531e-07,3
n01558993_6287,phase,110,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,3.8331193473162e-06,0.0011566941895487,6.317711852506113e-05,0.9902333922946864,1.706598305860654e-05,2.273896873265504e-05,6.0353918474780616e-05,0.0006905497361923,5.798188081085996e-05,6.096453647676298e-06,0.0069951415089413,0.0003646836151501,1.208182801514432e-05,1.0186220050460996e-05,5.868918994660915e-07,0.0003054362729189,3
n01558993_6287,phase,125,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,0.0002088784804024,0.0317692148000671,0.0045018921416251,0.5662182119297444,0.0007598696228689,0.0021841191590159,0.0032793263116103,0.0366051323582688,0.0102656735857755,0.000768777644978,0.3274570225461031,0.0069892708592986,0.0005320400479668,0.0010488722868623,1.7811413912951063e-05,0.0073938868114991,3
n01582220_9857,phase,80,3.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,2.403820148255229e-06,4.977638069715094e-05,3.513711012546386e-05,0.9990977793493908,1.5014079932549014e-05,0.0001357753268687,1.5861357780128016e-05,3.5056312233042634e-05,0.0001753725125807,1.681967200297306e-05,0.000360794556255,4.862430629911587e-06,2.2269039427336595e-05,2.2865090448916374e-05,1.767420713848637e-06,8.445540765040693e-06,3
n01582220_9857,phase,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.1126655168972634e-05,0.0002781751750862,0.0001002531398653,0.9965604518109868,4.918899050940751e-05,0.0007082738197134,4.682107741697218e-05,0.000175869389178,0.0006819827059333,7.839947414060943e-05,0.0009638367678794,2.0672942076838785e-05,8.563271532152254e-05,0.0001775463270298,8.619028971834246e-06,5.314998072123839e-05,3
n01582220_9857,phase,110,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,0.0005833045457842,0.0126759274407709,0.0030822750962607,0.8361498860493365,0.0024770450147143,0.0126239932983254,0.0014943893308873,0.0118406669041602,0.0253653446385345,0.0056523228848207,0.0369100644755303,0.0012626297600983,0.0048567798709529,0.0409620234512622,0.0006514457117134,0.0034119015268473,3
n01582220_9857,phase,125,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,0.0012039961948601,0.0201881947777876,0.0099562713618681,0.0896774918794,0.0089010163740585,0.0947553499168992,0.0032255500844077,0.0623510552436071,0.0863693328374009,0.0832421223782702,0.1974334328885537,0.0029370231412885,0.0292356881130877,0.3027549069622134,0.0026730959394612,0.0050954719068352,3
n01592084_2422,phase,80,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,1.0505495408257424e-09,1.1291649381261956e-08,1.6512739616283244e-10,0.9999996908759468,1.8775101313876195e-09,1.2485629834569316e-09,1.0235862710203187e-09,2.254826541810299e-09,5.596973592660661e-09,3.221840222155325e-10,2.783189537632828e-07,7.378069973646669e-11,2.382507115893348e-09,3.3129171362131914e-09,1.173370109686066e-10,8.758750620032377e-11,3
